pl_name,pl_bmasse,pl_rade,pl_pubdate,pl_controv_flag,pl_bmasseerr1,pl_bmasseerr2,pl_radeerr1,pl_radeerr2,soltype,disc_refname,pl_refname
WASP-50 b,467.20775829,12.89032781,2024-10,0,28.60455663,-28.60455663,0.56044903,-0.56044903,Published Confirmed,<a refstr=GILLON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.2641G/abstract target=ref> Gillon et al. 2011 </a>,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>
HD 209458 b,232.0159,15.58051,2017-03,0,12.7132,-12.7132,0.22418,-0.22418,Published Confirmed,<a refstr=HENRY_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..41H/abstract target=ref> Henry et al. 2000 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
TOI-163 b,387.7526,16.690201,2019-11,0,38.1396,-38.1396,0.381106,-0.381106,Published Confirmed,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>
WASP-153 b,123.9537,17.37395,2018-03,0,6.3566,-6.3566,1.1209,-0.89672,Published Confirmed,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>
WASP-36 b,731.932,14.359,2012-04,0,21.612,-21.612,0.325,-0.325,Published Confirmed,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143...81S/abstract target=ref> Smith et al. 2012</a>,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143...81S/abstract target=ref> Smith et al. 2012</a>
K2-19 c,10.8,4.1,2020-01,0,0.6,-0.6,0.2,-0.2,Published Confirmed,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>
TOI-2000 c,81.7,8.14,2023-06,0,4.7,-4.6,0.31,-0.3,Published Confirmed,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>
CoRoT-20 b,1344.4209,9.41556,2017-06,0,82.6358,-79.4575,0.44836,-0.44836,Published Confirmed,<a refstr=DELEUIL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.145D/abstract target=ref> Deleuil et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-2196 b,26.0,3.51,2022-08,0,1.3,-1.3,0.15,-0.15,Published Confirmed,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>
HD 80653 b,5.6,1.613,2020-01,0,0.43,-0.43,0.071,-0.071,Published Confirmed,<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>,<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>
TOI-2485 b,766.60211768,12.1393261,2024-10,0,27.96889982,-27.65107141,0.50440413,-0.50440413,Published Confirmed,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>
WASP-12 b,465.62095,21.711833,2019-07,0,25.10857,-25.10857,0.627704,-0.627704,Published Confirmed,<a refstr=HEBB_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1920H/abstract target=ref> Hebb et al. 2009 </a>,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>
WASP-105 b,572.094,10.76064,2017-08,0,31.783,-31.783,0.33627,-0.33627,Published Confirmed,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>
WASP-132 b,130.3103,9.75183,2017-03,0,9.5349,-9.5349,0.33627,-0.33627,Published Confirmed,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>
KELT-1 b,8654.15,12.442,2012-12,0,158.908,-152.552,0.358687,-0.246598,Published Confirmed,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>
Kepler-412 b,294.62841,14.851925,2017-06,0,24.15508,-22.56593,0.481987,-0.481987,Published Confirmed,<a refstr=DELEUIL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...564A..56D/abstract target=ref> Deleuil et al. 2014 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-121 b,375.99289,20.904785,2016-06,0,20.34112,-19.70546,0.493196,-0.493196,Published Confirmed,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>
KELT-24 b,1458.83238813,12.71098411,2024-09,0,57.20911326,-57.20911326,0.30264248,-0.2914335,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract target=ref>Rodriguez et al. 2019</a>,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>
TrES-3 b,607.03,14.796,2011-01,0,23.836,-25.425,0.639,-0.639,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>
HD 189733 b,363.582,12.756,2008-04,0,18.116,-18.116,0.303,-0.303,Published Confirmed,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
WASP-17 b,151.60491,21.655788,2012-10,0,10.48839,-10.48839,0.594077,-0.594077,Published Confirmed,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,<a refstr=SOUTHWORTH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1338S/abstract target=ref>Southworth et al. 2012</a>
K2-38 b,7.3,1.54,2020-09,0,1.1,-1.0,0.14,-0.14,Published Confirmed,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,<a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>
TOI-2180 b,875.61726129,11.32107051,2022-02,0,27.65107141,-25.74410097,0.24659758,-0.21297063,Published Confirmed,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>
TOI-1937 A b,638.83509807,13.97759893,2023-03,0,54.03082919,-50.85254512,0.66132986,-0.6949568,Published Confirmed,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>
WASP-11 b,169.08556,11.09691,2017-06,0,6.67443,-6.3566,0.246598,-0.246598,Published Confirmed,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-36 b,3.83,1.498,2020-03,0,0.11,-0.1,0.061,-0.049,Published Confirmed,<a refstr=CARTER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337..556C/abstract target=ref> Carter et al. 2012 </a>,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>
TOI-406 c,2.08,1.32,2024-09,0,0.23,-0.22,0.12,-0.12,Published Confirmed,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>
HAT-P-17 b,170.67471,11.32109,2017-06,0,5.40311,-5.40311,0.325061,-0.325061,Published Confirmed,<a refstr=HOWARD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749..134H/abstract target=ref> Howard et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-849 b,39.09,3.444,2020-07,0,2.66,-2.55,0.157,-0.115,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>
HIP 29442 d,5.1,1.37,2023-08,0,0.4,-0.4,0.11,-0.11,Published Confirmed,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>
TIC 279401253 b,1951.46641898,11.2089807,2023-02,0,123.95307873,-133.48793094,0.44835923,-0.44835923,Published Confirmed,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>
WASP-10 b,1001.12,12.106,2009-02,0,41.32,-34.96,0.224,-0.224,Published Confirmed,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>
TrES-2 b,380.76034,13.697398,2007-08,0,16.84499,-16.84499,0.425942,-0.425942,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...664.1185H/abstract target=ref> Holman et al. 2007 </a>
TOI-286 b,4.53,1.42,2024-06,0,0.78,-0.78,0.1,-0.1,Published Confirmed,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>
CoRoT-18 b,1048.839,12.845514,2019-02,0,60.3877,-60.3877,0.437151,-0.538032,Published Confirmed,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>
HATS-14 b,339.76027,11.646151,2017-06,0,29.87602,-30.82951,0.358688,-0.246598,Published Confirmed,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-90 b,200.2329,18.27067,2016-01,0,22.2481,-22.2481,1.00881,-1.00881,Published Confirmed,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>
Kepler-93 b,4.02,1.478,2015-02,0,0.68,-0.68,0.019,-0.019,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=DRESSING_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800..135D/abstract target=ref>Dressing et al. 2015</a>
WASP-4 b,396.96967,15.289076,2012-10,0,16.52716,-16.52716,0.325061,-0.325061,Published Confirmed,<a refstr=WILSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L.113W/abstract target=ref> Wilson et al. 2008 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
HAT-P-8 b,430.34182,16.8135,2017-06,0,11.12405,-11.12405,0.78463,-0.78463,Published Confirmed,<a refstr=LATHAM_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...704.1107L/abstract target=ref> Latham et al. 2009 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-32 b,1109.2267,12.3299,2017-06,0,38.1396,-34.9613,0.44836,-0.44836,Published Confirmed,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.1742M/abstract target=ref> Maxted et al. 2010 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-1601 b,387.0,14.19902343,2024-06,0,16.0,-17.0,0.64857111,-0.5112186,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
GJ 367 b,0.546,0.718,2021-12,0,0.078,-0.078,0.054,-0.054,Published Confirmed,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>
KELT-7 b,406.8224,17.183397,2015-07,0,57.2094,-57.2094,0.515614,-0.526823,Published Confirmed,<a refstr=BIERYLA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...12B/abstract target=ref>Bieryla et al. 2015</a>,<a refstr=BIERYLA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...12B/abstract target=ref>Bieryla et al. 2015</a>
HAT-P-51 b,97.57332095,13.50682174,2024-01,0,6.67439655,-6.35656814,0.19055267,-0.17934369,Published Confirmed,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>
Kepler-12 b,136.979,18.999,2011-11,0,13.03,-12.713,0.314,-0.359,Published Confirmed,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>
WASP-13 b,158.915,15.771063,2014-06,0,11.75971,-11.75971,0.582868,-0.582868,Published Confirmed,<a refstr=SKILLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..391S/abstract target=ref> Skillen et al. 2009 </a>,<a refstr=BROTHWELL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B/abstract target=ref>Brothwell et al. 2014</a>
TOI-421 c,16.42,5.09,2020-09,0,1.06,-1.04,0.16,-0.15,Published Confirmed,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>
HAT-P-40 b,184.65923,19.39157,2017-06,0,10.48839,-10.80622,0.694958,-0.694958,Published Confirmed,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-17 b,785.0401,14.90797,2017-06,0,38.1396,-34.9613,0.44836,-0.44836,Published Confirmed,<a refstr=DESERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D/abstract target=ref> D&eacute;sert et al. 2011 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
K2-34 b,559.3808,15.13215,2016-10,0,41.3179,-41.3179,0.751003,-0.751003,Published Confirmed,<a refstr=HIRANO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H/abstract target=ref>Hirano et al. 2016</a>,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>
GJ 436 b,23.138024,4.1910451,2016-06,0,0.762792,-0.762792,0.1087273,-0.1087273,Published Confirmed,<a refstr=BUTLER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..580B/abstract target=ref> Butler et al. 2004 </a>,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>
WASP-81 b,231.69807,16.017661,2017-05,0,11.44188,-11.12405,0.571659,-0.515614,Published Confirmed,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>
55 Cnc e,8.08,1.91,2016-04,0,0.31,-0.31,0.08,-0.08,Published Confirmed,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.532..207D/abstract target=ref>Demory et al. 2016</a>
WASP-178 b,527.5978,20.28829,2019-11,0,38.1396,-38.1396,1.00881,-1.00881,Published Confirmed,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>
WASP-24 b,336.8998,14.5717,2017-06,0,9.5349,-9.21707,0.437151,-0.425942,Published Confirmed,<a refstr=STREET_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720..337S/abstract target=ref> Street et al. 2010 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
OGLE-TR-56 b,448.1403,19.436406,2012-10,0,57.2094,-57.2094,0.661331,-0.661331,Published Confirmed,<a refstr=KONACKI_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003Natur.421..507K/abstract target=ref> Konacki et al. 2003 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
TrES-5 b,568.9157,13.383546,2015-04,0,21.61244,-21.61244,0.168135,-0.168135,Published Confirmed,<a refstr=MANDUSHEV_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.3572M/abstract target=ref> Mandushev et al. 2011 </a>,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>
TrES-4 b,285.09351,19.447615,2012-10,0,23.83725,-23.83725,0.807048,-0.807048,Published Confirmed,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
HD 209458 b,226.93062,15.46842,2010-11,0,5.40311,-5.40311,0.190553,-0.190553,Published Confirmed,<a refstr=HENRY_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..41H/abstract target=ref> Henry et al. 2000 </a>,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>
Kepler-80 d,5.95,1.309,2021-09,0,0.63,-0.6,0.036,-0.032,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=MACDONALD_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..114M/abstract target=ref>MacDonald et al. 2021</a>
WASP-48 b,312.74472,18.71903,2016-06,0,27.01555,-27.01555,1.1209,-1.1209,Published Confirmed,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>
ZTF J1828+2308 b,6356.56814,11.13051784,2025-02,0,317.828407,-317.828407,0.21297063,-0.21297063,Published Confirmed,<a refstr=PARSONS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.537.2112P/abstract target=ref>Parsons et al. 2025</a>,<a refstr=PARSONS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.537.2112P/abstract target=ref>Parsons et al. 2025</a>
TrES-3 b,572.41183,14.975224,2017-06,0,24.79074,-26.37989,0.347479,-0.414733,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HATS-29 b,207.54299,14.022459,2016-10,0,20.02329,-20.02329,0.683749,-0.683749,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>
