pl_name,pl_bmasse,pl_rade,pl_pubdate,pl_controv_flag,pl_bmasseerr1,pl_bmasseerr2,pl_radeerr1,pl_radeerr2,soltype,disc_refname,pl_refname
GJ 1214 b,8.17,2.742,2021-11,0,0.43,-0.43,0.05,-0.053,Published Confirmed,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>
Qatar-10 b,233.92288,17.295487,2019-06,0,28.6047,-28.6047,0.44836,-0.44836,Published Confirmed,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>
WASP-106 b,606.73747,12.161765,2017-06,0,25.10857,-25.10857,0.515614,-0.313852,Published Confirmed,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-20 b,98.841,16.388,2015-03,0,5.403,-5.403,0.661,-0.661,Published Confirmed,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>
TOI-1820 b,731.0053361,12.778238,2022-04,0,63.5656814,-63.5656814,0.22417961,-0.22417961,Published Confirmed,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>
TIC 139270665 b,147.15455244,7.22979255,2024-04,0,14.62010672,-14.62010672,0.26901554,-0.24659758,Published Confirmed,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>
TrES-2 b,381.1,14.258,2009-05,0,16.527,-16.527,0.46,-0.46,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>
WASP-2 b,295.89973,12.116929,2019-11,0,19.0698,-18.43414,0.459569,-0.44836,Published Confirmed,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>
K2-237 b,434.15360396,16.06246934,2023-04,0,34.96112477,-29.24021344,0.62770292,-0.54924005,Published Confirmed,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>
TOI-3714 b,218.98377242,11.14172682,2023-10,0,9.53485221,-9.53485221,0.22417961,-0.22417961,Published Confirmed,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>
CoRoT-2 b,1051.973,16.42116,2008-05,0,50.851,-50.851,0.32506,-0.32506,Published Confirmed,<a refstr=ALONSO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..21A/abstract target=ref> Alonso et al. 2008 </a>,<a refstr=ALONSO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..21A/abstract target=ref> Alonso et al. 2008 </a>
WASP-107 b,38.1396,10.53646,2017-08,0,3.1783,-3.1783,0.22418,-0.22418,Published Confirmed,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>
WASP-6 b,153.51189,13.719816,2017-06,0,8.26358,-9.5349,0.571659,-0.582868,Published Confirmed,<a refstr=TREGLOAN_REED_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T/abstract target=ref>Tregloan-Reed et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-187 b,254.264,18.38276,2020-09,0,28.6047,-28.6047,0.56045,-0.56045,Published Confirmed,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>
HD 189733 b,356.92309,12.755842,2017-06,0,14.30235,-14.30235,0.302643,-0.302643,Published Confirmed,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
CoRoT-6 b,937.5985,13.069694,2017-06,0,88.9924,-88.9924,0.392315,-0.392315,Published Confirmed,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-61 b,654.7298,13.56289,2017-01,0,50.8528,-50.8528,0.33627,-0.33627,Published Confirmed,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>
WASP-46 b,607.0553,13.159366,2016-02,0,41.3179,-41.3179,0.414733,-0.414733,Published Confirmed,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.456..990C/abstract target=ref>Ciceri et al. 2016</a>
HD 191939 b,10.0,3.41,2022-11,0,0.7,-0.7,0.075,-0.075,Published Confirmed,<a refstr=BADENAS_AGUSTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..113B/abstract target=ref>Badenas-Agusti et al. 2020</a>,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>
TOI-4914 b,227.0,12.87,2024-09,0,13.0,-13.0,0.36,-0.36,Published Confirmed,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>
TOI-1898 b,129.0,9.39553231,2024-06,0,7.0,-8.0,0.2342915,-0.30913881,Published Confirmed,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
HATS-54 b,239.32479047,11.37711541,2022-11,0,18.1162192,-18.1162192,0.26901554,-0.26901554,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>
WASP-91 b,425.8922,11.54527,2017-08,0,25.4264,-25.4264,0.44836,-0.44836,Published Confirmed,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>
WASP-89 b,1875.197,11.65736,2015-07,0,127.132,-127.132,0.44836,-0.44836,Published Confirmed,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>
Qatar-7 b,597.5204,19.0553,2019-02,0,79.4575,-79.4575,0.33627,-0.33627,Published Confirmed,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>
HAT-P-60 b,182.43350562,18.28184752,2021-07,0,12.07747947,-12.07747947,0.26901554,-0.26901554,Published Confirmed,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>
HAT-P-4 b,216.12,14.93,2011-01,0,12.71,-12.71,0.583,-0.583,Published Confirmed,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>
TrES-3 b,615.95454,14.706208,2008-04,0,19.70546,-20.02329,0.369897,-0.459569,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
L 98-59 c,2.42,1.35,2019-09,0,0.35,-0.34,0.07,-0.07,Published Confirmed,<a refstr=KOSTOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...32K/abstract target=ref>Kostov et al. 2019</a>,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>
TOI-150.01,797.7533,14.067295,2019-11,0,38.1396,-38.1396,0.235389,-0.212971,Published Confirmed,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...877L..29C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>
55 Cnc e,8.08,1.92,2016-01,0,0.31,-0.31,0.08,-0.08,Published Confirmed,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2018D/abstract target=ref>Demory et al. 2016</a>
TOI-421 b,6.7,2.64,2024-06,0,0.6,-0.6,0.08,-0.08,Published Confirmed,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>
HAT-P-50 b,431.93097,14.437192,2017-06,0,22.2481,-27.33338,0.717376,-0.717376,Published Confirmed,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HATS-24 b,775.5052,16.667783,2017-06,0,57.2094,-57.2094,0.874302,-0.605286,Published Confirmed,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>
HD 189733 b,365.49,14.12,2005-12,0,12.71,-12.71,0.34,-0.34,Published Confirmed,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>
HAT-P-43 b,210.395,14.359,2013-10,0,19.069,-19.069,0.695,-0.37,Published Confirmed,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>
HAT-P-15 b,618.471,12.016,2010-12,0,20.976,-20.976,0.482,-0.482,Published Confirmed,<a refstr=KOVACS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...724..866K/abstract target=ref> Kovacs et al. 2010 </a>,<a refstr=KOVACS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...724..866K/abstract target=ref> Kovacs et al. 2010 </a>
Wolf 327 b,2.53,1.24,2024-01,0,0.46,-0.46,0.06,-0.06,Published Confirmed,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>
TOI-3235 b,211.35589065,11.39953337,2023-02,0,7.94571018,-7.94571018,0.49319515,-0.49319515,Published Confirmed,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>
WASP-22 b,196.10111,13.439591,2016-04,0,8.89924,-5.72094,0.515614,-0.302643,Published Confirmed,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>
WASP-69 b,82.6358,11.847913,2017-12,0,5.879855,-5.879855,0.190553,-0.190553,Published Confirmed,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>
WASP-11 b,156.37236,11.09691,2015-07,0,7.62792,-7.62792,0.257807,-0.257807,Published Confirmed,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A.136M/abstract target=ref>Mancini et al. 2015</a>
XO-5 b,378.2,12.78,2015-03,0,9.53,-9.53,0.34,-0.34,Published Confirmed,<a refstr=BURKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1331B/abstract target=ref> Burke et al. 2008 </a>,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>
XO-2 N b,179.89178,11.130537,2012-12,0,7.94575,-7.94575,0.134508,-0.134508,Published Confirmed,<a refstr=BURKE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671.2115B/abstract target=ref> Burke et al. 2007 </a>,<a refstr=CROUZET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761....7C/abstract target=ref>Crouzet et al. 2012</a>
CoRoT-2 b,1134.6531,16.36514,2012-10,0,50.8528,-50.8528,0.347479,-0.347479,Published Confirmed,<a refstr=ALONSO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..21A/abstract target=ref> Alonso et al. 2008 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
HATS-65 b,260.93843,16.824709,2019-02,0,26.37989,-26.37989,0.56045,-0.56045,Published Confirmed,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>
WASP-11 b,154.777,11.265,2009-05,0,5.721,-5.721,0.359,-0.303,Published Confirmed,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...696.1950B/abstract target=ref> Bakos et al. 2009 </a>
Kepler-30 c,640.0,12.3,2012-07,0,50.0,-50.0,0.4,-0.4,Published Confirmed,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>
WASP-94 A b,143.653,19.28,2014-12,0,11.124,-10.17,0.67,-0.56,Published Confirmed,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>
WASP-35 b,228.828,14.796,2011-09,0,19.069,-19.069,0.56,-0.56,Published Confirmed,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>
TOI-2525 b,26.69758619,8.67575106,2023-02,0,1.58914204,-1.58914204,0.11208981,-0.11208981,Published Confirmed,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>
WASP-80 b,171.6282,10.670968,2017-06,0,11.44188,-11.12405,0.291434,-0.302643,Published Confirmed,<a refstr=TRIAUD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..80T/abstract target=ref> Triaud et al. 2013 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-6 b,212.31044,14.616536,2015-05,0,12.07754,-11.12405,0.201762,-0.369897,Published Confirmed,<a refstr=DUNHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.136D/abstract target=ref> Dunham et al. 2010 </a>,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>
CoRoT-12 b,291.438,16.14,2010-09,0,22.247,-20.658,1.46,-1.46,Published Confirmed,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>
GJ 367 b,0.633,0.699,2023-07,0,0.05,-0.05,0.024,-0.024,Published Confirmed,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>
WASP-93 b,467.2101,17.900773,2016-12,0,92.1707,-92.1707,0.863093,-0.863093,Published Confirmed,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>
Kepler-5 b,671.864,16.04,2010-04,0,17.798,-18.751,0.46,-0.583,Published Confirmed,<a refstr=KOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.131K/abstract target=ref> Koch et al. 2010 </a>,<a refstr=KOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.131K/abstract target=ref> Koch et al. 2010 </a>
WASP-47 e,6.77,1.808,2022-05,0,0.57,-0.57,0.026,-0.026,Published Confirmed,<a refstr=BECKER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150802411B/abstract target=ref>Becker et al. 2015</a>,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>
WASP-16 b,264.43456,13.652562,2013-09,0,12.07754,-12.07754,0.44836,-0.44836,Published Confirmed,<a refstr=LISTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703..752L/abstract target=ref> Lister et al. 2009 </a>,<a refstr=SOUTHWORTH_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1300S/abstract target=ref>Southworth et al. 2013</a>
TOI-1899 b,212.94503269,11.09689089,2023-09,0,12.71313628,-12.71313628,0.33626942,-0.33626942,Published Confirmed,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>
WASP-31 b,151.92274,17.228233,2012-06,0,9.5349,-9.5349,0.67254,-0.67254,Published Confirmed,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,<a refstr=BROWN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B/abstract target=ref>Brown et al. 2012</a>
WASP-6 b,154.14755,13.78707,2015-06,0,8.58141,-8.58141,0.392315,-0.392315,Published Confirmed,<a refstr=TREGLOAN_REED_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T/abstract target=ref>Tregloan-Reed et al. 2015</a>,<a refstr=TREGLOAN_REED_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T/abstract target=ref>Tregloan-Reed et al. 2015</a>
Kepler-12 b,137.30256,19.660586,2015-05,0,16.84499,-16.20933,0.347479,-0.403524,Published Confirmed,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>
TRAPPIST-1 h,0.326,0.755,2021-02,0,0.02,-0.02,0.014,-0.014,Published Confirmed,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>
TOI-481 b,486.2799,11.09691,2020-11,0,9.5349,-9.5349,0.11209,-0.11209,Published Confirmed,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>
